16
4 4
1 0.008 0.0 1 0.182 0.0 1 0.315 0.0 1 0.495 0.0
1 0.002 0.0 1 0.196 0.0 1 0.344 0.0 1 0.458 0.0
1 0.007 0.0 1 0.195 0.0 1 0.343 0.0 1 0.455 0.0 
1 0.007 0.0 1 0.195 0.0 1 0.343 0.0 1 0.455 0.0 
4 4
1 0.002 0.0 1 0.196 0.0 1 0.344 0.0 1 0.458 0.0
1 0.004 0.0 1 0.195 0.0 1 0.346 0.0 1 0.455 0.0 
1 0.003 0.0 1 0.147 0.0 1 0.385 0.0 1 0.465 0.0 
1 0.000 0.0 1 0.000 0.0 1 0.000 0.0 1 1.000 0.0
4 4
1 0.007 0.0 1 0.195 0.0 1 0.343 0.0 1 0.455 0.0 
1 0.006 0.0 1 0.174 0.0 1 0.305 0.0 1 0.515 0.0 
1 0.002 0.0 1 0.162 0.0 1 0.343 0.0 1 0.493 0.0 
1 0.002 0.0 1 0.158 0.0 1 0.353 0.0 1 0.487 0.0 
4 4
1 0.007 0.0 1 0.195 0.0 1 0.343 0.0 1 0.455 0.0 
1 0.006 0.0 1 0.174 0.0 1 0.305 0.0 1 0.515 0.0 
1 0.005 0.0 1 0.195 0.0 1 0.345 0.0 1 0.455 0.0 
1 0.003 0.0 1 0.165 0.0 1 0.362 0.0 1 0.470 0.0 
4 4
1 0.008 0.0 1 0.195 0.0 1 0.327 0.0 1 0.475 0.0 
1 0.007 0.0 1 0.152 0.0 1 0.316 0.0 1 0.525 0.0 
1 0.007 0.0 1 0.152 0.0 1 0.316 0.0 1 0.525 0.0 
1 0.006 0.0 1 0.174 0.0 1 0.305 0.0 1 0.515 0.0 
4 4
1 0.005 0.0 1 0.195 0.0 1 0.345 0.0 1 0.455 0.0 
1 0.003 0.0 1 0.165 0.0 1 0.362 0.0 1 0.470 0.0 
1 0.006 0.0 1 0.174 0.0 1 0.305 0.0 1 0.515 0.0 
1 0.002 0.0 1 0.162 0.0 1 0.343 0.0 1 0.493 0.0 
4 4
1 0.002 0.0 1 0.158 0.0 1 0.353 0.0 1 0.487 0.0 
1 0.004 0.0 1 0.195 0.0 1 0.346 0.0 1 0.455 0.0 
1 0.003 0.0 1 0.147 0.0 1 0.385 0.0 1 0.465 0.0 
1 0.000 0.0 1 0.000 0.0 1 0.000 0.0 1 1.000 0.0 
4 4
1 0.008 0.0 1 0.182 0.0 1 0.315 0.0 1 0.495 0.0 
1 0.002 0.0 1 0.196 0.0 1 0.344 0.0 1 0.458 0.0
1 0.007 0.0 1 0.195 0.0 1 0.343 0.0 1 0.455 0.0 
1 0.007 0.0 1 0.195 0.0 1 0.343 0.0 1 0.455 0.0 
4 4
1 0.002 0.0 1 0.196 0.0 1 0.344 0.0 1 0.458 0.0 
1 0.004 0.0 1 0.195 0.0 1 0.346 0.0 1 0.455 0.0 
1 0.003 0.0 1 0.147 0.0 1 0.385 0.0 1 0.465 0.0 
1 0.000 0.0 1 0.000 0.0 1 0.000 0.0 1 1.000 0.0
4 4
1 0.007 0.0 1 0.195 0.0 1 0.343 0.0 1 0.455 0.0 
1 0.006 0.0 1 0.174 0.0 1 0.305 0.0 1 0.515 0.0 
1 0.002 0.0 1 0.162 0.0 1 0.343 0.0 1 0.493 0.0 
1 0.002 0.0 1 0.158 0.0 1 0.353 0.0 1 0.487 0.0 
4 4
1 0.007 0.0 1 0.195 0.0 1 0.343 0.0 1 0.455 0.0 
1 0.006 0.0 1 0.174 0.0 1 0.305 0.0 1 0.515 0.0 
1 0.005 0.0 1 0.195 0.0 1 0.345 0.0 1 0.455 0.0 
1 0.003 0.0 1 0.165 0.0 1 0.362 0.0 1 0.470 0.0 
4 4
1 0.008 0.0 1 0.195 0.0 1 0.327 0.0 1 0.475 0.0 
1 0.007 0.0 1 0.152 0.0 1 0.316 0.0 1 0.525 0.0 
1 0.007 0.0 1 0.152 0.0 1 0.316 0.0 1 0.525 0.0 
1 0.006 0.0 1 0.174 0.0 1 0.305 0.0 1 0.515 0.0 
4 4
1 0.005 0.0 1 0.195 0.0 1 0.345 0.0 1 0.455 0.0 
1 0.003 0.0 1 0.165 0.0 1 0.362 0.0 1 0.470 0.0 
1 0.006 0.0 1 0.174 0.0 1 0.305 0.0 1 0.515 0.0 
1 0.002 0.0 1 0.162 0.0 1 0.343 0.0 1 0.493 0.0 
4 4
1 0.002 0.0 1 0.158 0.0 1 0.353 0.0 1 0.487 0.0 
1 0.004 0.0 1 0.195 0.0 1 0.346 0.0 1 0.455 0.0 
1 0.003 0.0 1 0.147 0.0 1 0.385 0.0 1 0.465 0.0 
1 0.000 0.0 1 0.000 0.0 1 0.000 0.0 1 1.000 0.0 
4 4
1 0.007 0.0 1 0.195 0.0 1 0.343 0.0 1 0.455 0.0 
1 0.006 0.0 1 0.174 0.0 1 0.305 0.0 1 0.515 0.0 
1 0.005 0.0 1 0.195 0.0 1 0.345 0.0 1 0.455 0.0 
1 0.003 0.0 1 0.165 0.0 1 0.362 0.0 1 0.470 0.0 
4 4
1 0.008 0.0 1 0.195 0.0 1 0.327 0.0 1 0.475 0.0 
1 0.007 0.0 1 0.152 0.0 1 0.316 0.0 1 0.525 0.0 
1 0.007 0.0 1 0.152 0.0 1 0.316 0.0 1 0.525 0.0 
1 0.006 0.0 1 0.174 0.0 1 0.305 0.0 1 0.515 0.0 
